Date,Equity,Cash,Return,Peak,Drawdown
2020-10-16,1100.0,1100.0,0.0,1100.0,0.0
2020-10-19,1100.0,1100.0,0.0,1100.0,0.0
2020-10-20,1100.0,1100.0,0.0,1100.0,0.0
2020-10-21,1100.0,1100.0,0.0,1100.0,0.0
2020-10-22,1100.0,1100.0,0.0,1100.0,0.0
2020-10-23,1100.0,1100.0,0.0,1100.0,0.0
2020-10-26,1100.0,1100.0,0.0,1100.0,0.0
2020-10-27,1100.0,1100.0,0.0,1100.0,0.0
2020-10-28,1100.0,1100.0,0.0,1100.0,0.0
2020-10-29,1100.0,1100.0,0.0,1100.0,0.0
2020-10-30,1100.0,1100.0,0.0,1100.0,0.0
2020-11-02,1100.0,1100.0,0.0,1100.0,0.0
2020-11-03,1100.0,1100.0,0.0,1100.0,0.0
2020-11-04,1100.0,1100.0,0.0,1100.0,0.0
2020-11-05,1100.0,1100.0,0.0,1100.0,0.0
2020-11-06,1100.0,1100.0,0.0,1100.0,0.0
2020-11-09,1100.0,1100.0,0.0,1100.0,0.0
2020-11-10,1100.0,1100.0,0.0,1100.0,0.0
2020-11-11,1100.0,1100.0,0.0,1100.0,0.0
2020-11-12,1100.0,1100.0,0.0,1100.0,0.0
2020-11-13,1100.0,1100.0,0.0,1100.0,0.0
2020-11-16,1100.0,1100.0,0.0,1100.0,0.0
2020-11-17,1100.0,1100.0,0.0,1100.0,0.0
2020-11-18,1100.0,1100.0,0.0,1100.0,0.0
2020-11-19,1100.0,1100.0,0.0,1100.0,0.0
2020-11-20,1100.0,1100.0,0.0,1100.0,0.0
2020-11-23,1100.0,1100.0,0.0,1100.0,0.0
2020-11-24,1100.0,1100.0,0.0,1100.0,0.0
2020-11-25,1100.0,1100.0,0.0,1100.0,0.0
2020-11-27,1100.0,1100.0,0.0,1100.0,0.0
2020-11-30,1100.0,1100.0,0.0,1100.0,0.0
2020-12-01,1100.0,1100.0,0.0,1100.0,0.0
2020-12-02,1100.0,1100.0,0.0,1100.0,0.0
2020-12-03,1100.0,1100.0,0.0,1100.0,0.0
2020-12-04,1100.0,1100.0,0.0,1100.0,0.0
2020-12-07,1100.0,1100.0,0.0,1100.0,0.0
2020-12-08,1100.0,1100.0,0.0,1100.0,0.0
2020-12-09,1100.0,1100.0,0.0,1100.0,0.0
2020-12-10,1100.0,1100.0,0.0,1100.0,0.0
2020-12-11,1100.0,1100.0,0.0,1100.0,0.0
2020-12-14,1100.0,1100.0,0.0,1100.0,0.0
2020-12-15,1100.0,1100.0,0.0,1100.0,0.0
2020-12-16,1100.0,1100.0,0.0,1100.0,0.0
2020-12-17,1100.0,1100.0,0.0,1100.0,0.0
2020-12-18,1100.0,1100.0,0.0,1100.0,0.0
2020-12-21,1100.0,1100.0,0.0,1100.0,0.0
2020-12-22,1100.0,1100.0,0.0,1100.0,0.0
2020-12-23,1100.0,1100.0,0.0,1100.0,0.0
2020-12-24,1100.0,1100.0,0.0,1100.0,0.0
2020-12-28,1100.0,1100.0,0.0,1100.0,0.0
2020-12-29,1100.0,1100.0,0.0,1100.0,0.0
2020-12-30,1100.0,1100.0,0.0,1100.0,0.0
2020-12-31,1100.0,1100.0,0.0,1100.0,0.0
2021-01-04,1100.0,1100.0,0.0,1100.0,0.0
2021-01-05,1100.0,1100.0,0.0,1100.0,0.0
2021-01-06,1100.0,1100.0,0.0,1100.0,0.0
2021-01-07,1100.0,1100.0,0.0,1100.0,0.0
2021-01-08,1100.0,1100.0,0.0,1100.0,0.0
2021-01-11,1100.0,1100.0,0.0,1100.0,0.0
2021-01-12,1100.0,1100.0,0.0,1100.0,0.0
2021-01-13,1100.0,1100.0,0.0,1100.0,0.0
2021-01-14,1100.0,1100.0,0.0,1100.0,0.0
2021-01-15,1100.0,1100.0,0.0,1100.0,0.0
2021-01-19,1100.0,1100.0,0.0,1100.0,0.0
2021-01-20,1100.0,1100.0,0.0,1100.0,0.0
2021-01-21,1100.0,1100.0,0.0,1100.0,0.0
2021-01-22,1100.0,1100.0,0.0,1100.0,0.0
2021-01-25,1100.0,1100.0,0.0,1100.0,0.0
2021-01-26,1100.0,1100.0,0.0,1100.0,0.0
2021-01-27,1100.0,1100.0,0.0,1100.0,0.0
2021-01-28,1100.0,1100.0,0.0,1100.0,0.0
2021-01-29,1100.0,1100.0,0.0,1100.0,0.0
2021-02-01,1100.0,1100.0,0.0,1100.0,0.0
2021-02-02,1100.0,1100.0,0.0,1100.0,0.0
2021-02-03,1100.0,1100.0,0.0,1100.0,0.0
2021-02-04,1100.0,1100.0,0.0,1100.0,0.0
2021-02-05,1100.0,1100.0,0.0,1100.0,0.0
2021-02-08,1100.0,1100.0,0.0,1100.0,0.0
2021-02-09,1100.0,1100.0,0.0,1100.0,0.0
2021-02-10,1100.0,1100.0,0.0,1100.0,0.0
2021-02-11,1100.0,1100.0,0.0,1100.0,0.0
2021-02-12,1100.0,1100.0,0.0,1100.0,0.0
2021-02-16,1100.0,1100.0,0.0,1100.0,0.0
2021-02-17,1100.0,1100.0,0.0,1100.0,0.0
2021-02-18,1100.0,1100.0,0.0,1100.0,0.0
2021-02-19,1100.0,1100.0,0.0,1100.0,0.0
2021-02-22,1100.0,1100.0,0.0,1100.0,0.0
2021-02-23,1100.0,1100.0,0.0,1100.0,0.0
2021-02-24,1100.0,1100.0,0.0,1100.0,0.0
2021-02-25,1100.0,1100.0,0.0,1100.0,0.0
2021-02-26,1100.0,1100.0,0.0,1100.0,0.0
2021-03-01,1100.0,1100.0,0.0,1100.0,0.0
2021-03-02,1100.0,1100.0,0.0,1100.0,0.0
2021-03-03,1100.0,1100.0,0.0,1100.0,0.0
2021-03-04,1100.0,1100.0,0.0,1100.0,0.0
2021-03-05,1100.0,1100.0,0.0,1100.0,0.0
2021-03-08,1100.0,1100.0,0.0,1100.0,0.0
2021-03-09,1100.0,1100.0,0.0,1100.0,0.0
2021-03-10,1100.0,1100.0,0.0,1100.0,0.0
2021-03-11,1100.0,1100.0,0.0,1100.0,0.0
2021-03-12,1100.0,1100.0,0.0,1100.0,0.0
2021-03-15,1100.0,1100.0,0.0,1100.0,0.0
2021-03-16,1100.0,1100.0,0.0,1100.0,0.0
2021-03-17,1100.0,1100.0,0.0,1100.0,0.0
2021-03-18,1100.0,1100.0,0.0,1100.0,0.0
2021-03-19,1100.0,1100.0,0.0,1100.0,0.0
2021-03-22,1100.0,1100.0,0.0,1100.0,0.0
2021-03-23,1100.0,1100.0,0.0,1100.0,0.0
2021-03-24,1100.0,1100.0,0.0,1100.0,0.0
2021-03-25,1100.0,1100.0,0.0,1100.0,0.0
2021-03-26,1100.0,1100.0,0.0,1100.0,0.0
2021-03-29,1100.0,1100.0,0.0,1100.0,0.0
2021-03-30,1100.0,1100.0,0.0,1100.0,0.0
2021-03-31,1100.0,1100.0,0.0,1100.0,0.0
2021-04-01,1100.0,1100.0,0.0,1100.0,0.0
2021-04-05,1100.0,1100.0,0.0,1100.0,0.0
2021-04-06,1100.0,1100.0,0.0,1100.0,0.0
2021-04-07,1100.0,1100.0,0.0,1100.0,0.0
2021-04-08,1100.0,1100.0,0.0,1100.0,0.0
2021-04-09,1100.0,1100.0,0.0,1100.0,0.0
2021-04-12,1100.0,1100.0,0.0,1100.0,0.0
2021-04-13,1100.0,1100.0,0.0,1100.0,0.0
2021-04-14,1100.0,1100.0,0.0,1100.0,0.0
2021-04-15,1100.0,1100.0,0.0,1100.0,0.0
2021-04-16,1100.0,1100.0,0.0,1100.0,0.0
2021-04-19,1100.0,1100.0,0.0,1100.0,0.0
2021-04-20,1100.0,1100.0,0.0,1100.0,0.0
2021-04-21,1100.0,1100.0,0.0,1100.0,0.0
2021-04-22,1100.0,1100.0,0.0,1100.0,0.0
2021-04-23,1100.0,1100.0,0.0,1100.0,0.0
2021-04-26,1100.0,1100.0,0.0,1100.0,0.0
2021-04-27,1100.0,1100.0,0.0,1100.0,0.0
2021-04-28,1100.0,1100.0,0.0,1100.0,0.0
2021-04-29,1100.0,1100.0,0.0,1100.0,0.0
2021-04-30,1100.0,1100.0,0.0,1100.0,0.0
2021-05-03,1100.0,1100.0,0.0,1100.0,0.0
2021-05-04,1100.0,1100.0,0.0,1100.0,0.0
2021-05-05,1100.0,1100.0,0.0,1100.0,0.0
2021-05-06,1100.0,1100.0,0.0,1100.0,0.0
2021-05-07,1100.0,1100.0,0.0,1100.0,0.0
2021-05-10,1100.0,1100.0,0.0,1100.0,0.0
2021-05-11,1100.0,1100.0,0.0,1100.0,0.0
2021-05-12,1100.0,1100.0,0.0,1100.0,0.0
2021-05-13,1100.0,1100.0,0.0,1100.0,0.0
2021-05-14,1100.0,1100.0,0.0,1100.0,0.0
2021-05-17,1100.0,1100.0,0.0,1100.0,0.0
2021-05-18,1100.0,1100.0,0.0,1100.0,0.0
2021-05-19,1100.0,1100.0,0.0,1100.0,0.0
2021-05-20,1100.0,1100.0,0.0,1100.0,0.0
2021-05-21,1100.0,1100.0,0.0,1100.0,0.0
2021-05-24,1100.0,1100.0,0.0,1100.0,0.0
2021-05-25,1100.0,1100.0,0.0,1100.0,0.0
2021-05-26,1100.0,1100.0,0.0,1100.0,0.0
2021-05-27,1105.56985558087,770.0,0.00506350507351816,1105.56985558087,0.0
2021-05-28,1103.7397681056877,770.0,-0.001655334093946137,1105.56985558087,-0.0016553340939461669
2021-06-01,1103.453147325543,770.0,-0.00025968148328725515,1105.56985558087,-0.0019145857176206082
2021-06-02,1096.6614586933908,770.0,-0.006154940650278773,1105.56985558087,-0.008057742206437563
2021-06-03,1087.4846145481315,770.0,-0.008367982728410106,1105.56985558087,-0.016358297887234228
2021-06-04,1095.3641532839408,770.0,0.007245655368727677,1105.56985558087,-0.009231169107416526
2021-06-07,1096.8516511506298,770.0,0.0013579939257910567,1105.56985558087,-0.0078857110532012
2021-06-08,1095.8042591503083,770.0,-0.0009549076205727092,1105.56985558087,-0.008833088548195533
2021-06-09,1094.1980414236361,770.0,-0.0014657889064216834,1105.56985558087,-0.01028593001141386
2021-06-10,1097.6011534791926,770.0,0.003110142704266572,1105.56985558087,-0.007207778017328925
2021-06-11,1098.3524755250678,770.0,0.0006845128063992512,1105.56985558087,-0.006528199027288114
2021-06-14,1101.0628999428916,770.0,0.0024677182218104665,1105.56985558087,-0.004076590561172943
2021-06-15,1093.9492159494757,770.0,-0.006460742609513792,1105.56985558087,-0.010510995368346624
2021-06-16,1094.3421969805795,1094.3421969805795,0.00035923151218919536,1105.56985558087,-0.010155539736918162
2021-06-17,1094.3421969805795,1094.3421969805795,0.0,1105.56985558087,-0.010155539736918162
2021-06-18,1094.3421969805795,1094.3421969805795,0.0,1105.56985558087,-0.010155539736918162
2021-06-21,1094.3421969805795,1094.3421969805795,0.0,1105.56985558087,-0.010155539736918162
2021-06-22,1094.3421969805795,1094.3421969805795,0.0,1105.56985558087,-0.010155539736918162
2021-06-23,1093.7638252866263,930.1908674334926,-0.0005285108218882062,1105.56985558087,-0.010678683246153297
2021-06-24,1093.905467334125,930.1908674334926,0.00012949966366049281,1105.56985558087,-0.010550566468381515
2021-06-25,1094.9087651705745,930.1908674334926,0.0009171705109898287,1105.56985558087,-0.009643072625830622
2021-06-28,1093.909325280844,765.9545526579064,-0.0009128065474703906,1105.56985558087,-0.010547076913470413
2021-06-29,1090.8249671561446,601.8681538657798,-0.0028195738471354925,1105.56985558087,-0.013336912498376976
2021-06-30,1093.967091422455,601.8681538657798,0.0028805027029241703,1105.56985558087,-0.010494826807953016
2021-07-01,1098.6207674633858,659.5098017723151,0.0042539451848406795,1105.56985558087,-0.006285526041077684
2021-07-02,1098.1025119247995,659.5098017723151,-0.0004717328799299647,1105.56985558087,-0.006754293831706394
2021-07-06,1089.8642479198174,659.5098017723151,-0.007502272251924569,1105.56985558087,-0.014205893532435974
2021-07-07,1089.2688117066057,659.5098017723151,-0.0005463397981430029,1105.56985558087,-0.014744472085574008
2021-07-08,1081.8304892298365,915.7312558349735,-0.006828729875332784,1105.56985558087,-0.021472515943880027
2021-07-09,1082.9667374657074,915.7312558349735,0.0010503015464833343,1105.56985558087,-0.020444767014099474
2021-07-12,1084.5610082462706,1084.5610082462706,0.0014721327307742893,1105.56985558087,-0.019002731694019625
2021-07-13,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-14,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-15,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-16,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-19,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-20,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-21,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-22,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-23,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-26,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-27,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-28,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-29,1084.5610082462706,1084.5610082462706,0.0,1105.56985558087,-0.019002731694019625
2021-07-30,1079.464455056366,759.1927057723894,-0.00469918533964786,1105.56985558087,-0.02361261967547773
2021-08-02,1077.6860015440013,759.1927057723894,-0.0016475331855848596,1105.56985558087,-0.025221250286548653
2021-08-03,1082.048547961917,759.1927057723894,0.004048068186526921,1105.56985558087,-0.021275279440931202
2021-08-04,1077.0565927733994,759.1927057723894,-0.00461342995923808,1105.56985558087,-0.025790557388605286
2021-08-05,1081.247077156051,759.1927057723894,0.0038906817067627664,1105.56985558087,-0.022000218531681603
2021-08-06,1087.8552942698072,759.1927057723894,0.006111662406651286,1105.56985558087,-0.016023014033568567
2021-08-09,1088.1989871071646,759.1927057723894,0.0003159361719962117,1105.56985558087,-0.015712140111290008
2021-08-10,1094.183928544308,759.1927057723894,0.005499859408115704,1105.56985558087,-0.010298695264787
2021-08-11,1096.7879060905257,935.6860931026982,0.0023798353076542877,1105.56985558087,-0.007943369155746534
2021-08-12,1096.4582522886271,935.6860931026982,-0.00030056294390912175,1105.56985558087,-0.008241544617237685
2021-08-13,1094.7440525187546,935.6860931026982,-0.0015633972075950187,1105.56985558087,-0.009792057016991788
2021-08-16,1092.4694412856545,935.6860931026982,-0.002077756191382618,1105.56985558087,-0.011849467701280973
2021-08-17,1091.447514499769,935.6860931026982,-0.0009354282575472217,1105.56985558087,-0.012773811631903498
2021-08-18,1088.0520803402137,1088.0520803402137,-0.0031109458901572573,1105.56985558087,-0.015845018885262838
2021-08-19,1088.0520803402137,1088.0520803402137,0.0,1105.56985558087,-0.015845018885262838
2021-08-20,1088.0520803402137,1088.0520803402137,0.0,1105.56985558087,-0.015845018885262838
2021-08-23,1088.0520803402137,1088.0520803402137,0.0,1105.56985558087,-0.015845018885262838
2021-08-24,1088.0520803402137,1088.0520803402137,0.0,1105.56985558087,-0.015845018885262838
2021-08-25,1088.0520803402137,1088.0520803402137,0.0,1105.56985558087,-0.015845018885262838
2021-08-26,1088.0520803402137,1088.0520803402137,0.0,1105.56985558087,-0.015845018885262838
2021-08-27,1091.2439803824755,924.8442682891816,0.002933591231463639,1105.56985558087,-0.012957910462263448
2021-08-30,1089.3498858519024,924.8442682891816,-0.0017357204847161523,1105.56985558087,-0.014671139636351133
2021-08-31,1087.350563847409,924.8442682891816,-0.0018353350291397952,1105.56985558087,-0.01647954820899897
2021-09-01,1085.140786895074,924.8442682891816,-0.0020322580645161237,1105.56985558087,-0.018478315578767734
2021-09-02,1089.139430904061,924.8442682891816,0.0036849080389176336,1105.56985558087,-0.014861498433471851
2021-09-03,1088.5080660605367,924.8442682891816,-0.0005796914753148918,1105.56985558087,-0.015432574824834412
2021-09-07,1087.52594297061,924.8442682891816,-0.0009022653304546768,1105.56985558087,-0.016320915878065043
2021-09-08,1086.05275833572,924.8442682891816,-0.0013546202225447335,1105.56985558087,-0.017653427457910882
2021-09-09,1086.1229099850004,924.8442682891816,6.45932241707392e-05,1105.56985558087,-0.01758997452553731
2021-09-10,1085.8072275632385,924.8442682891816,-0.0002906507347002485,1105.56985558087,-0.017875512721218387
2021-09-13,1089.9461748707865,924.8442682891816,0.0038118619976739154,1105.56985558087,-0.014131789711175357
2021-09-14,1087.6311704445309,924.8442682891816,-0.002123962154855996,1105.56985558087,-0.01622573647950448
2021-09-15,1093.1380749130483,924.8442682891816,0.005063209494323928,1105.56985558087,-0.011244681288175967
2021-09-16,1091.2439803824755,1091.2439803824755,-0.0017327129793036633,1105.56985558087,-0.012957910462263448
2021-09-17,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-09-20,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-09-21,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-09-22,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-09-23,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-09-24,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-09-27,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-09-28,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-09-29,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-09-30,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-10-01,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-10-04,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-10-05,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-10-06,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-10-07,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-10-08,1091.2439803824755,1091.2439803824755,0.0,1105.56985558087,-0.012957910462263448
2021-10-11,1089.4865480662531,763.8707862677329,-0.0016104852331981778,1105.56985558087,-0.014547527172008993
2021-10-12,1084.9916777617664,437.0248218478569,-0.004125677652895066,1105.56985558087,-0.018613186417145655
2021-10-13,1088.8379444403888,437.0248218478569,0.00354497343846627,1105.56985558087,-0.015134196230133363
2021-10-14,1107.904778697331,329.38921670737443,0.01751117726407081,1107.904778697331,0.0
2021-10-15,1113.1599254181378,500.940192593596,0.004743319842871241,1113.1599254181378,0.0
2021-10-18,1116.348265920808,500.940192593596,0.0028642250137351777,1116.348265920808,0.0
2021-10-19,1117.939456061417,672.0822791473502,0.0014253528125443005,1117.939456061417,0.0
2021-10-20,1115.9703510778647,672.0822791473502,-0.0017613699676453098,1117.939456061417,-0.0017613699676453604
2021-10-21,1116.3472216286282,672.0822791473502,0.00033770659802878633,1117.939456061417,-0.0014242581958762658
2021-10-22,1113.8335387901404,672.0822791473502,-0.0022517034035526295,1117.939456061417,-0.0036727545924017343
2021-10-25,1114.9061821012106,789.8751059936028,0.0009630194043495077,1117.939456061417,-0.0027132721219921786
2021-10-26,1118.8153966112247,789.8751059936028,0.0035063170092453078,1118.8153966112247,0.0
2021-10-27,1125.7712978875115,789.8751059936028,0.00621720195964004,1125.7712978875115,0.0
2021-10-28,1126.2364288424963,789.8751059936028,0.0004131664716071626,1126.2364288424963,0.0
2021-10-29,1129.1203997262553,789.8751059936028,0.0025607153257536375,1129.1203997262553,0.0
2021-11-01,1123.4703858219327,1123.4703858219327,-0.005003907382855166,1129.1203997262553,-0.005003907382855159
2021-11-02,1122.5285851778401,954.9498279486428,-0.000838295923041743,1129.1203997262553,-0.005838008550738531
2021-11-03,1124.3349896919194,954.9498279486428,0.0016092280748405408,1129.1203997262553,-0.0042381751631589155
2021-11-04,1126.5170851733142,954.9498279486428,0.0019407876668435797,1129.1203997262553,-0.0023056128944019413
2021-11-05,1129.1572148477378,954.9498279486428,0.002343621511978533,1129.1572148477378,0.0
2021-11-08,1127.7367942041883,954.9498279486428,-0.0012579476310932147,1129.1572148477378,-0.0012579476310931982
2021-11-09,1126.2134445284973,954.9498279486428,-0.0013508024953339248,1129.1572148477378,-0.00260705088762809
2021-11-10,1122.2867019523082,954.9498279486428,-0.003486677055105747,1129.1572148477378,-0.006084637998222432
2021-11-11,1122.2764090490941,954.9498279486428,-9.171366992299923e-06,1129.1572148477378,-0.006093753560766581
2021-11-12,1129.0851645252387,954.9498279486428,0.0060669149072765105,1129.1572148477378,-6.3808937809246e-05
2021-11-15,1132.5281406503643,954.9498279486428,0.0030493502468198486,1132.5281406503643,0.0
2021-11-16,1129.9446219436184,954.9498279486428,-0.0022811960374444773,1132.5281406503643,-0.0022811960374444686
2021-11-17,1128.9822354930975,954.9498279486428,-0.0008517111651591414,1132.5281406503643,-0.003130964282468556
2021-11-18,1127.9477987200778,954.9498279486428,-0.0009162560229017958,1132.5281406503643,-0.004044351540489069
2021-11-19,1131.2466742002055,954.9498279486428,0.002924670347218994,1132.5281406503643,-0.0011315095882941735
2021-11-22,1129.1469219445237,1129.1469219445237,-0.0018561400475862744,1132.5281406503643,-0.0029855493956193824
2021-11-23,1129.1469219445237,1129.1469219445237,0.0,1132.5281406503643,-0.0029855493956193824
2021-11-24,1129.1469219445237,1129.1469219445237,0.0,1132.5281406503643,-0.0029855493956193824
2021-11-26,1129.1469219445237,1129.1469219445237,0.0,1132.5281406503643,-0.0029855493956193824
2021-11-29,1129.1469219445237,1129.1469219445237,0.0,1132.5281406503643,-0.0029855493956193824
2021-11-30,1129.1469219445237,1129.1469219445237,0.0,1132.5281406503643,-0.0029855493956193824
2021-12-01,1129.1469219445237,1129.1469219445237,0.0,1132.5281406503643,-0.0029855493956193824
2021-12-02,1129.1469219445237,1129.1469219445237,0.0,1132.5281406503643,-0.0029855493956193824
2021-12-03,1129.1469219445237,1129.1469219445237,0.0,1132.5281406503643,-0.0029855493956193824
2021-12-06,1129.1469219445237,1129.1469219445237,0.0,1132.5281406503643,-0.0029855493956193824
2021-12-07,1129.58163097732,959.7748836528451,0.0003849889012208507,1132.5281406503643,-0.0026017098977799487
2021-12-08,1130.6860268984783,959.7748836528451,0.0009777035062112915,1132.5281406503643,-0.001626550092457895
2021-12-09,1132.142889602985,959.7748836528451,0.0012884767918313056,1132.5281406503643,-0.0003401690726714624
2021-12-10,1131.7904228196367,959.7748836528451,-0.0003113271183214916,1132.5281406503643,-0.0006513902871358409
2021-12-13,1134.4420169623754,962.3231231940676,0.0023428314017119867,1134.4420169623754,0.0
2021-12-14,1134.2292939068348,962.3231231940676,-0.00018751337870070994,1134.4420169623754,-0.00018751337870071078
2021-12-15,1138.2191482900212,962.3231231940676,0.0035176788367397016,1138.2191482900212,0.0
2021-12-16,1134.5872912442078,962.3231231940676,-0.0031908240616664862,1138.2191482900212,-0.0031908240616665235
2021-12-17,1134.250047375668,962.3231231940676,-0.0002972392438576055,1138.2191482900212,-0.003487114867392752
2021-12-20,1129.9644560616082,962.3231231940676,-0.0037783479259934083,1138.2191482900212,-0.007252287260159202
2021-12-21,1134.4627704312086,962.3231231940676,0.003980934396183411,1138.2191482900212,-0.0033002237437807095
2021-12-22,1132.496379259261,962.3231231940676,-0.0017333236693172216,1138.2191482900212,-0.005027827057168821
2021-12-23,1134.929723479956,962.3231231940676,0.0021486551880074423,1138.2191482900212,-0.0028899749358521623
2021-12-27,1140.5539135337585,962.3231231940676,0.004955540362937549,1140.5539135337585,0.0
2021-12-28,1140.683622713966,962.3231231940676,0.00011372472503801134,1140.683622713966,0.0
2021-12-29,1138.9351429647672,962.3231231940676,-0.001532834972276298,1140.683622713966,-0.0015328349722763513
2021-12-30,1139.6822678427632,962.3231231940676,0.0006559854462397929,1140.683622713966,-0.0008778550434698552
2021-12-31,1135.4589369352032,1135.4589369352032,-0.0037057090618370925,1140.683622713966,-0.004580311029917413
